,index,Emotion,Statement
2994,6145,sadness,My friend who was in the Bago was kicked out of the sorority.
2995,2804,fear,When a thief broke into my house at night.
2996,6412,sadness,"My mother suffers from a mental illness.  One night she was not  
feeling well and was sent to the hospital.  I was scared that  
she would die, and all night I was very sad and did not dare to  
close my eyes."
2997,7380,shame,"I flet shameful when I learnt that I cooked Nsima which was full  
of lamps in it."
2998,2650,fear,When I was sitting in a car next to a man who was masturbating.
2999,1133,disgust,"When I tried to explain to my child as to why there were  
magazines wiith naked girls on them at the kiosk."
3000,4028,guilt,"I was supposed to have done some things for my mother, but just  
plain didn't get around to it."
3001,1635,disgust,"When people are eating unsavoury (smacking, belching, speaking  
with food in their mouth, etc.)."
3002,1604,disgust,"Seeing maltreated, dead animals."
3003,4153,guilt,"I felt guilty because I stole some sweets from my father's  
grocery. When he asked me who stole the sweets I told him it was  
my brother who stole the sweets and he was scolded."
3004,4367,joy,"When I was able to buy my new car, after lots of problems."
3005,3096,fear,"I broke a window of a neighbouring house and I feared my mother's  
judgement and action on what I had done."
3006,3107,fear,"My friend had been telling me about a certain bird which when it  
cries at night it's the sign that someone will die. So one night I  
was alone in the house and I heard the cry of the bird and I was  
afraid."
3007,2527,fear,"I experienced this feeling when the doctors found a nodule in one  
of my mother's breasts. It turned out to be an occlusion  
resulting from continious sucking but for a few days I was not in my  
reason."
3008,145,anger,"My mother carried on using mental pressure concerning something  
which was serious and a real burden to me."
3009,1725,disgust,I met my best friend's husband with a prostitute.
3010,2542,fear,When confronted and in my opinion hassled by the police.
3011,5729,sadness,When I got separated from the woman I loved.
3012,3289,guilt,"I have a two-month old baby.  When I came here, to the  
university, to attend lectures, I had to leave the baby with his  
father.  I felt guilty."
3013,4955,joy,"After a long time (of no communication with him, physical  
illness and worry) my lover came to see me, when I least expected  
to see him."
3014,7296,shame,"Truely, I got very ashamed when my brother was sent out of  
Business Machines Limited Company due to improper handling of the  
office equipment in Sales Services."
3015,7455,shame,Finding out China is backward in science.
3016,1804,disgust,"After joining my M.A in Social Sciences, I appeared for the first  
semester exam.  I failed one of the exams, and when I looked at  
my results I felt disgusted and then I got angry."
3017,970,anger,"Too many people in TV room, I was not able to get a seat to watch  
TV."
3018,2054,disgust,Girls dressed like foreigners in the university.
3019,3269,guilt,"When my husband talked about the restrictions he will have to  
accept in his life to make our marriage work.  I felt that it was  
directed at me as it was me who had demanded the changes.  We  
were with a marriage counsellor then."
3020,7115,shame,"I felt ashamed of myself the first time I drank as nobody in the  
family drinks.  I felt that I had let down my parents and my  
friends."
3021,3209,fear,"A boy phoned me at night and wanted to talk to me for 30 minutes  
outside.  I thought that he would reveal what he felt and would  
question me on our relationship.  I treated him as a friend and  
did not want any misunderstandings.  Therefore I refused to meet  
him and told him that I would see him the coming day.  I was very  
unhappy as I feared having hurt him and got him into trouble."
3022,399,anger,"At an unjust, or to be more precise, at a bureaucratic treatment  
of one's personality."
3023,1978,disgust,"It was when my father beat my mother while she was ill for three  
weeks and now she was recovering."
3024,6815,shame,"I am ashamed when I am not prepared in a subject and I have to  
answer in the presence of the patients."
3025,4691,joy,"The day when my son said for the first time ""mummy""."
3026,2023,disgust,"When I saw a lady putting on a pair of trousers, I felt it was a  
disguise according to Malawi culture."
3027,6802,shame,I was made a very sharp remark at a rehearsal.
3028,4525,joy,"I met again a very good friend whom I had not seen for a long  
time."
3029,1808,disgust,"I was disgusted to discover that my girlfriend of few weeks was  
already fooling around with another guy.  I was disappointed as  
the guy was a rogue and I respected my girlfriend."
3030,2536,fear,"Few years ago my father was very ill. He stayed at a hospital for  
a long time. Then I experienced that terrible feeling that I  
might lose him."
3031,1569,disgust,"A few days ago I saw two dandy girls of my age. I disliked their  
clothes and their way of doing."
3032,4929,joy,"This happened when I went to check my first year results, I had   
thought that I would fail and I found that I had a clear pass in  
all my courses."
3033,7012,shame,"I think that I am rather shy and do not mix with people as I  
would have liked to, out of shyness."
3034,4050,guilt,Once I lied to my parents and this made me feel very guilty.
3035,2065,disgust,Saw an arrogant girl walking pass by.
3036,6363,sadness,My friend will find out that I am in love with her.
3037,2257,fear,"Fearing the use of power or reprimands when I belong to the  
minority."
3038,330,anger,"Nearby the end of the year my wife and I were having a car ride,  
when it appears another vehicle, driven by a drunk driver and  
provokes an accident."
3039,348,anger,"When I was misleaded by a person who assured that something would  
not occur, that I had no reason to prepccupy myself, and suddenly  
I saw myself implicated by the fact, because of the incompetence,  
and irresponsibility of that person."
3040,4247,guilt,"[ When I break someone's things out of carelessness, or do something   
to make others feel unhappy  or hurt the self-esteem / self-confidence   
of others, especially if they happen to be friends or family members.]"
3041,3141,fear,Staying alone in the biology building after the dark.
3042,4189,guilt,Late for a lecture and therefore missed it.
3043,4544,joy,"When I thought that my high school love and I had a mutual  
emotion."
3044,1998,disgust,"I saw a program on T.V where they had to saw a skull for an         
operation."
3045,435,anger,"I felt anger at my last exam, I felt angry with our teacher,  
because he did not rate me objectively and I failed."
3046,7423,shame,Criticized in front of the class.
3047,1152,disgust,"Coming home one night - my sister was home, and had been drinking  
heavily and started picking arguments."
3048,5654,sadness,When my father died.
3049,1229,disgust,"On a trip abroad, a lady-like member of our group turned out to  
be an alcoholic.  She spoilt many days of my holidays because of  
her behaviour and paranoia."
3050,6508,shame,"I fell on the ground while crossing the street.  My cap covered  
my eyes and I felt quite ""difficult""."
3051,6113,sadness,"When my father was imprisoned for burning the house of his  
younger brother."
3052,4971,joy,"When I got myself the kind of girlfriend I had been hunting for a  
long time."
3053,2552,fear,"One evening I was watching the news on TV. Again they were  
talking about the danger of war. Suddenly I imagined what it  
might mean for me, for my friends, for the people close to me. I  
felt it a very near and possible event."
3054,3823,guilt,"I had to undergo an operation in Summer and so my family had to  
stay at home during the holidays.  I felt guilty, above all  
because of my brothers."
3055,1398,disgust,"When some friends and I get acquainted a guy during vacations I  
thought he was disgusted and ""a friend"" of mine for whom I feel a  
little disgust wanted to stay with him."
3056,1640,disgust,"When I see that some people remain cold and egoistic with regard  
to close friends, even in situations that those friends need  
them."
3057,4668,joy,"When we took out an 84 year old woman for the evening and had  
hamburgers. She described the evening out as her happiest night  
out in 20 years."
3058,3272,guilt,"When I decided to take a week s holiday without consulting the  
family first."
3059,6408,sadness,"When I learnt that I had to repeat the first year, I found the  
solution immediately but was blocked by many difficulties."
3060,3533,guilt,"When I was a little girl about eight years old I broke the bey  
from a closed. Mother asked who did it. I said that it wasn't me, as  
I almost never lied, and my brother did it more frequently in  
spite my brother denieing it my mother gave him a few slaps."
3061,2778,fear,"I was walking down a little village at night.  There was nobody  
in the steet.  A dog began to bark, I felt that it was following  
me.  Then I began to run, the other dogs started barking too.  At  
last I arrived home."
3062,3882,guilt,I caught a close relative with the servant of the house.
3063,6908,shame,"Close friend discovered I had deceived them. Felt shame at having  
done it and knowing that they knew."
3064,4179,guilt,"Not beeing able to stay with my mother for the National Day  
holiday."
3065,4822,joy,"After I saw my family and good friends back after staying one  
year in a foreign country. "
3066,2931,fear,"A friend and I were going to have a study session together in  
which we quiz ourselves in biology material. Because I believed I  
didn't study enough. I feared I would fail."
3067,6097,sadness,"When I received the news that my beloved grandmother had died.  I  
was at the boarding school and was only 13 years old."
3068,5185,joy,"My friend took me to Civo Stadium to watch and listen to the  
music of the International singer Sam Mangwana. I had no hope of  
going there since I had no money so he gave me the money for  
admission."
3069,5567,sadness,"When my uncle died whom I had loved very much. I was very sad and  
I felt totally helpless."
3070,522,anger,"When, late at night, I discovered that they had stolen my bike."
3071,6248,sadness,"It was at the time of my M.Sc exam, when I was not in a position  
to take the exam after having studied seriously."
3072,912,anger,"I was very angry when I heard that my brother was beaten by his  
friends. 
"
3073,920,anger,I felt very angry after one driver had run over my beloved niece.
3074,2164,fear,"I met intoxicated people with dubious intentions in a back alley  
one Wednesday night."
3075,986,anger,"My class leader told me the university won't let all of us go to  
your lectures because we are not All English Class."
3076,59,anger,"When after a lot of provocation my child threw a plate on the  
floor."
3077,2378,fear,"One night I was lying in my bed awake but I had my eyes closed. I  
saw figures with terrible faces and black frocks bending over me  
and touching me. I opened my eyes but I could still see them. I  
had the feeling that somebody was in the room. It was terrible.  
Only when I turned on the light I was able to go to sleep."
3078,6816,shame,When I do something unworthy.
3079,3768,guilt,"I felt guilt towards my mother when I went to live on rooms in  
Nijmegen where I study."
3080,5615,sadness,"A relative, whom I like very much, left for the United States."
3081,4633,joy,"When I got a stereo walkman from my father when he had finacial  
difficulties. I thought that although he promised to give me that  
present, he was not obliged to do so."
3082,514,anger,"I work for a journal. Once the lay-out came to nothing, due to  
thoughtlessness of some colleagues."
3083,2406,fear,Before an oral examination - which I did not take eventually.
3084,672,anger,When somebody stole my brother's disco machine.
3085,3108,fear,"I had fear of my father (parents) when I first became pregnant. I  
was afraid of delivery itself and whether I would give birth to a  
stiiborn or a baby."
3086,6650,shame,"Once I spoke without thinking very much - it was quite a  
nonsense."
3087,4639,joy,When I met my mother after months of absence.
3088,6271,sadness,"It was in the evening when I heard that my girl went to Zambia  
and that she would never come back."
3089,5830,sadness,"I felt sad with the two situations I described before. The cat  
and the school. Sadness was intermingled with the other feelings."
3090,390,anger,"Teenage neighbours smashed my letterbox for the fifth time in a  
couple of months. It was a deliberate action of kids who had  
stayed in my home, had meals there yet took a dislike to my  
daughter. "
3091,7359,shame,"We were writing Primary school leaving Examinations when I had  
fallen at the steps going into the Exam room."
3092,6754,shame,Shame of being reprehended.
3093,1424,disgust,"I felt disgust when I kissed a guy that I know. I was on the outs  
with my boyfriend and this person appeared but he has nothing to  
do with me."
3094,5468,sadness,"Having to go back home form the U.S. after having been there for  
ten weeks to visit my brother and his family."
3095,4628,joy,"I felt glad to live again when I went to a meeting about the  
""Knowledge"". There are 4 techniques of meditation that connect  
you with the essence of the human being."
3096,3375,guilt,"I had been guilty of gossiping and blaming others, and one of my  
superiors at the workplace made a formal reprimand."
3097,2741,fear,"When I had to walk over three kms through a field which had wild bulls,  
because my car had broken down."
3098,1399,disgust,When a girl that I liked didn't accept my curting.
3099,6312,sadness,I was very sad when I heard that my Auntie had passed away.
3100,1745,disgust,I saw a friend's husband with another woman.
3101,5017,joy,"I had been very weary all week - no letters, no phonecalls, no  
visitors and then my younger sister came with some cheese, a card  
and some pocket money for me; and she told me that she was  
working now."
3102,6845,shame,"I was to take part in a cocktail party on the occasion of our  
national holiday as a servant."
3103,2152,fear,"A bus drove over my right leg.  The event itself was not very  
frightening but when I had to wait in the emergency ward for  
three hours and then my leg began to swell, I was frightened."
3104,4358,joy,When I fell in love.
3105,3630,guilt,When I don't justify the confidence of people that I respect.
3106,5896,sadness,The dying of a close member of the family.
3107,5595,sadness,"When we were on holidays my girl-friend had to leave me after 4  
weeks and I had to stay in Turkey for some more weeks because I  
had a job there."
3108,6355,sadness,Losing my temper to my sister.
3109,2816,fear,"I watched a very terrfying film in LT2.  This film really pushed  
my heart out of my body and I was forced to go out before the  
second reel ended."
3110,6070,sadness,"When my grandmother passed away.  We had been waiting for it as  
she had been sick for years, but when it happened I found it hard  
to accept."
3111,7206,shame,"I took my math midterm and got it back the following Wednesday in  
class. It was a totally low grade."
3112,5355,joy,"That afternoon I rushed home to look at the result slip of the  
higher level as fast as possible.  I opened the envelope very  
carefully and found that my results were much better than I  
had expected and thus I could enter the Chinese university.  My  
diligence had paid and I was very happy."
3113,1480,disgust,"I feel disgust with some people when I see what they are capable  
of, including lack of any dignity, when trying to find a seat in  
the tram."
3114,6651,shame,"I came home from a party rather drunk. I said things I would  
never have said normally. Next morning I was terribly ashamed  
about what I had said."
3115,4182,guilt,Not being able to help my friend to do homework.
3116,670,anger,When someone chased me from his house.
3117,6306,sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I  
was told he passed away. He had cancer of the Oesophagus."
3118,2419,fear,"I was on my surf ski. Rather large waves to strong current  
separated me from my ski and we both began to drift slowly  
(actually rather quickly) away to sea. The direction I was  
drifting in was taking me straight over a reef on which rather  
large sharks were constantly being caught. (I was alone with no  
one to help me)."
3119,6215,sadness,"On the last day of my school life I was very sad, specially on  
the farewell party day.  I felt sad to leave behind my beloved  
teachers and friends."
3120,1723,disgust,"When my mother betrayed me by obtaining money from my husband  
when we were separated - pending divorce."
3121,5143,joy,"This happened when I was in the 10th standard.  The paddy crops  
were in a bad shape as it had not rained and there was no water  
in the well, so I was in a very sad mood.  I came to the  
conclusion that I would ignore the paddy field, just 12 hours  
after this it rained for one hour.  This was a very tense time  
and the rain brought me tremendous pleasure."
3122,2554,fear,"I felt fear once, when the car in which I travelled directed  
towards the precipice along the road."
3123,1202,disgust,A too eager approach by a dirty drunken person in a bus.
3124,6179,sadness,When I heard my grandfather's wife had leukemia I was very sad.
3125,28,anger,"When I was deputy manager during the Summer, certain deputies  
took liberties, more than what was normal."
3126,6543,shame,"At a private party I literally fell into the food. The party was  
completely ruined for the host, carpets had to be cleaned, etc."
3127,1407,disgust,When I felt the smell of industries that pollute.
3128,5827,sadness,"My paternal grandmother had died. We weren't close but she was  
blood. I didn't cry but I was sad, partly due to her death and  
partly I think, due to the fact that I couldn't/didn't cry."
3129,4774,joy,"At the moment when I heard the result of an examination and it  
proved that I succeeded the second year of my study."
3130,7038,shame,"In a Mathematics class, the professor asked me a question and I  
gave the wrong answer."
3131,1650,disgust,Whenever I see an alcoholic.
3132,3876,guilt,When I insulted an elderly person for no reason.
3133,6739,shame,"As a child - being sent to the shop by mother - buying some  
chocolate - getting caught by mother."
3134,1417,disgust,"I felt disgust when I realized that I had eaten something fatty,  
and vomited too much."
3135,1601,disgust,"A person whom I thought to be honest took and spend the little  
money that I had and I had no way of getting any money in the  
few following months."
3136,1529,disgust,"When someone I had had a relationship (purely sexual) with came  
up to me after I had used her and acted as if nothing had  
changed."
3137,6062,sadness,"When I failed one of my courses at school - the university of  
Zambia."
3138,4002,guilt,"Having an affair with my good friend's best friend. And every time  
I see my best friend I feel guilt because we can't tell him."
3139,4396,joy,"Receiving a letter form a girl that means a lot to me  
emotionally."
3140,91,anger,"Someone didn't show up at a meeting in spite of having agreed to  
come."
3141,4791,joy,"I liked to see off my aunt (from Zaire) to the airport. That  
appeared to be impossible because I had to go to school. For long  
time I wasn't sure if I could accompany her. Two days before the  
departure they told me I was allowed to miss school."
3142,3393,guilt,"I am the secretary of an association, and during the last meeting  
I forgot to take the minutes."
3143,4392,joy,Managed to run 30 Km on skis fairly simply.
3144,1130,disgust,"At the police centre a man between 40-50 was brought in.  He was  
very drunk and in all likelihood had not slept indoors for a long  
time and had relieved himself in his trousers."
3145,1883,disgust,"I was disgusted at the behavior of these boys I work with in the  
scouting program. They showed a lack of interest, unrest, and at  
times just plain rude behavior."
3146,6289,sadness,"After hearing the news about the death of my sister, I felt very  
sad."
3147,1759,disgust,"When I was denied my favourite dish at the dinning hall (shima  
with roast chicken), I felt disgusted."
3148,3372,guilt,"While trying to get my little brother over a ditch, he fell on  
his head and started crying.  I was scared of having caused him  
permanent injury."
3149,3411,guilt,"I went shopping with my mother and sister (17 years old). Mother  
always told my sister what she should buy. Instead of assisting  
my sister in defending herself against mother's interference, I  
just behaved aggressively towards my sister."
3150,2600,fear,"My mother did not come home till late at night (Ages ago). Anyway  
if I don't know where my parents are and when they'll be back I  
start thinking that perhaps they have had an accident and are  
perhaps dead."
3151,1616,disgust,"A teacher was very blunt in his relation to a child so that the  
child was very upset when arriving at home."
3152,6875,shame,"I felt shame at the hurt I caused to my family especially my  
parent father, shame of hurting people emotionally. A misconceived  
self-blaming that didn't do me any good. Shame at being myself as  
I am."
3153,4357,joy,"I met my present boyfriend on a boat trip to England.  We had  
said that we would call each other when we got back to Sweden (we  
were not going to the same town in England).  As soon as I walked  
in he called from England as he could not wait till he came  
home."
3154,4355,joy,When I called my boyfriend he asked me if I would live with him.
3155,324,anger,I feel anger when things don't come out as I wish.
3156,991,anger,Bought something bad from the shop and they refused to change it.
3157,7438,shame,Finding out I am not chosen for the English lectures.
3158,3569,guilt,One of my pupils escaped from school to the street.
3159,5230,joy,"When I heard that I had passed my MCE Exam, I spent the whole  
day dancing and eating sugarcanes from our garden."
3160,5109,joy,"When I got permission to study at a place which was far away from my  
home."
3161,60,anger,"When I was forced to call the telephone company about a bill  
concerning a disconnected phone belonging to my landlord.  The  
bill was four months overdue and in the meanwhile he had been  
using my phone, he seemed to have no intention of having his own  
phone reconnected."
3162,1992,disgust,"It happened that one of my best friends just took my shirt  
without my knowledge, I hadn't put it on for many days and I was  
short of clothes."
3163,3736,guilt,"My girlfriend and I agreed to go to the cinema. However I  
completely forgot our appointment. I remembered it two hours  
too late when I went to visit her."
3164,5505,sadness,"A young, close relative of mine died, leaving behind a baby a few  
months old."
3165,4931,joy,When I learnt that I was selected for form I.
3166,1404,disgust,"I was sitting in school, waiting for my sister to go home. Suddenly a  
boy put fire in a paper and threw it were I was sitting. The  
paper didn't get me, but I felt terribly disgusted at this  
cowardliness and irresponsibility that caused a great  
discussion. We went to the director and he, drunk as always, said  
that I was ... attention in school. I felt disgust of this  
situation, and of the persons implicated in it."
3167,2770,fear,When I am walking on the streets and see a gang of thugs.
3168,5053,joy,"I got an A in anatomy - the first one I have ever gotten in a  
science class here."
3169,6552,shame,"When I confessed to my girl-friend (now my wife) that I had  
betrayed her with another woman."
3170,218,anger,People hunting animals.
3171,2788,fear,"We were riding in a friend's car.  He was driving very fast and  
suddenly a another car crossed the road in front of us.  My  
friend had to turn the car rapidly."
3172,477,anger,"When fired unjustly from a job as casual bar-person. Charged with  
giving away free drinks. Not done so and had witnesses to prove  
it - both patrons and bar staff. Other staff were supportive."
3173,7497,shame,"I misunderstood a girl and thought that she loved me.  One day  
when I was talking to her, her boyfriend appeared and I felt  
ashamed."
3174,1689,disgust,"In a bus I fell sick and vomitted in a bag.  The entire situation  
was disgusting in itself."
3175,990,anger,Finding out that my best friend was deceiving me.
3176,65,anger,"An unjust refree decision at a sports event when I was the team  
leader."
3177,6092,sadness,"[ When family mmembers or friends blame me for something I am not  
responsible for.  I feel very sad as it was not my fault.]"
3178,4362,joy,"When I was notified that I had been accepted as a Psychology  
student."
3179,5963,sadness,"When I read the diary of the girl with whom I was living, it was  
about another boy with whom she had been going around some time back."
3180,4536,joy,"The more than satisfactory result of a recently-completed  
university subject was communicated to me by phone."
3181,3093,fear,"I felt so afraid when dad fell ill, he had never suffered from  
that disease since and I had never seen him as he was."
3182,6775,shame,"I feel ashamed every time that someone makes me a positive or  
negative critic."
3183,1311,disgust,"Normally my father never tells vulgar jokes, we do not speak  
about sexual things, too. But once he told such a vulgar joke,  
that I was really disgusted. He did not tell me, but some of his  
friends, but I was present."
3184,946,anger,I was angry when somebody stole my half petticoat.
3185,4987,joy,The first time I really fell in love with a girl.
3186,903,anger,"It was in March 1985 when one of my fellow students borrowed my  
wristwatch and after sometime he broke a glass of that watch I  
got angry when he was telling me but the anger didn't take long  
to fade."
3187,7048,shame,"A person (a male) told me that he liked me.  He has a problem, he  
is a homosexual."
3188,7067,shame,"I think that the only time I really felt shame was when I was  
very young and I had to defecate on the street.  I was very  
worried in case someone should see me."
3189,448,anger,"My partner without discussing with me the situation decided it  
was time for us to have a break and went ahead and arranged his  
own life for the next 6-12 months, then told me the day before it  
was about to happen having been tolerant and friendly for the  
preceding week."
3190,933,anger,"I felt angry at one time when I was chatting with friends and  
suddenly another friend joined us and started opposing any  
comment I added to our chatting."
3191,6504,shame,"On the train a drunk person touched my baby and I reacted very  
disapprovingly.  I felt ashamed later as the person had not been  
aggressive though he could have been."
3192,2629,fear,"I was skiing alone and the mountain became covered with mist and  
I thought I was lost and was going to panic."
3193,2905,fear,When my sister was very ill and was admitted to the hospital.
3194,168,anger,They had returned much less of my taxes than I had expected.
3195,3698,guilt,"When my sister had the opportunity to do some modelling work. And  
I was quite jealous - later on the photographer decided not to  
take her photograph, and she was very upset - I felt guilty as a  
result, almost as if I had caused her to lose her opportunity, by  
not being genuinely happy for her in the first place."
3196,378,anger,"I felt it on the same occasion when I felt sadness which finally  
grew into anger."
3197,6254,sadness,"[ I missed my twin when I was on the verge of being thrown, which  
I disliked.]"
3198,4451,joy,When I was sick my husband bought me a piece of cake.
3199,5560,sadness,"When my aunt, whom I had loved very much, died. When I heard  
about her death, I was not as touched as at the funeral. I really  
became conscious of her death at that moment."
3200,2046,disgust,Saw someone messing up our room.
3201,272,anger,"I was enjoying the company of bird life while I was eating lunch  
in a park when a group of people began throwing sticks at some of  
the birds - for no reason other than the satisfaction of seeing  
them being scared away."
3202,3358,guilt,"The death of my father made me feel quite guilty, because my  
attitude towards him had been cold and indifferent."
3203,6853,shame,"I was embarassed at the exam in microbiology. I was ashamed with  
myself - how little I knew and how good was the examinor. I  
rarely become ashamed."
3204,6791,shame,"I was talking with an aunt of mine that I adore and I found  
courage to say ""I love you"" and just after that came the shame."
3205,3667,guilt,"I did not attend a social studies observation class for 1 whole  
week (I am a student trainee teacher). Anyway the other teachers  
thought this was okay because the teacher I was supposed to  
observe was not well liked. The teacher was in fact really nice  
to me - but I wanted to get out of teaching a hard topic he had  
given me."
3206,6405,sadness,"My cat died from an illness.  It had been with us for 7 years.   
It was a lovely cat.  It had been ill for one or two weeks and  
the veterinary surgeon had told us that it was dying."
3207,6280,sadness,"When I found my baby whipped by my Auntie. I was really sad and  
up to this moment my sadness is still on."
3208,5678,sadness,"Leaving home to move closer to University. As an oldest child,  
this experience was traumatic for both my parents and myself."
3209,6365,sadness,Falling in love with a close friend.
3210,328,anger,"I'm crazy about football. When my team lost a goal in the Paulist  
championship, and so it lost the classifications."
3211,818,anger,"My boyfriend breaking up with me about 7 months after I had an  
abortion. Just the fact that he was ignoring me and continued to  
do so."
3212,4519,joy,"When I was in a situation which seemed hopeless for me, I moved  
back to my parents. For my father it went without saying anything  
(normally he ofter grumbles at me)."
3213,3935,guilt,"When I had lied, saying that I never take bread from the dinning  
hall and a friend of mine caught me doing it.  He thus proved to  
me that I did in fact take the bread."
3214,2343,fear,"One night I had a feeling that somebody was stealing my car,  
but I was too frightened to go and see."
3215,923,anger,"When they put the blame on me when I scored the third goal at the  
match."
3216,1215,disgust,Watching a violent movie.
3217,4590,joy,"Two years ago, somebody I like very much wanted to give up his  
studies. I tried to make him understand the importance of what he  
was going to do, not only of the difficulty to find a job but also  
because he will decrease his culture etc. This person made the  
test to the college entrance examination and to our great joy we  
found out that he succeded in entering at the University."
3218,6676,shame,I had to pay a fine because of speeding.
3219,5345,joy,"I had gone camping with my old classmates and there was a storm.   
We were in a flurry but at that time I felt the love and concern  
of my friends."
3220,3673,guilt,"When I betrayed my lover, she told me something in confidence, I  
felt at the time I had to relay the information back to the  
person concerned, as I felt the situation volitile, did this  
without telling my lover, she felt like piggy in the middle, as  
she was not directly concerned. Maybe you could call it gossip I  
felt different after I had slept on it. If I had waited, thought,  
NOW I would not have done it."
3221,6347,sadness,Getting ill.
3222,6310,sadness,"I received a message that my elder brother was involved in a car  
accident and was admitted in hospital."
3223,1605,disgust,"During my birthday party a friend drank too much alcohol. So much  
that he had to throw up. Worst of all was that he couldn't leave  
my friend alone and that he was molesting her."
3224,1994,disgust,"When a boy whom I refused to be my lover told all his friends  
that I was his girl he has refused me because I was not faithful  
to him."
3225,759,anger,"When my father failed to send me transport money after the  
closure of the school."
3226,5521,sadness,"My child, unexpectedly started acting in a restless and  
disturbing way at school.  In addition his performance at school  
weakened."
3227,6604,shame,"My friend told me in a fairly loud voice the blunders she  
committed last night."
3228,2027,disgust,Given duty by the leaders which I do not like to do.
3229,7297,shame,"When I was young I was playing football near my parent's house  
and while playing I fell on the ground. At first I thought I was  
not seen by anybody, but when my mother laughed I felt very  
ashamed."
3230,3053,fear,"When I had crossed Lilongwe forest I heard that there was a rabid  
hyena just near the path in the forest."
3231,4180,guilt,Did not do what I promised to do for a friend.
3232,3291,guilt,"I ate a Runeberg's cake, though I knew that I would immediately  
put on a kilo."
3233,786,anger,"Last semester when I dated a girl whom I've known for almost a  
year. However one night she said she wanted us to be ""just  
friends"". I confided this to a friend Jim I was really suffering.  
A month or two later he broke up with his old girlfriend and they  
started going out regularly. I have no girlfriend nor have I had  
a romantic relationship of any significance. I feel some anger  
but we are friends again."
3234,5360,joy,"It was the first time that I gave a birthday present to my friend.  
  She wrote me a letter as she is my girlfriend.  The content of  
the letter was so sweet that it made me feel very happy. 
"
3235,6637,shame,"When I was ten years old a classmate laughed at me because I had  
told him that my father had retired."
3236,3244,guilt,"I made a remark to my sister concerning her attitude to men, the  
way she talked and I compared her to an acquaintance of mine.   
Later, the same evening, my sister looked sad.  I felt guilty  
about her sadness."
3237,7249,shame,"I felt ashamed when I was confronted by a teaching assistant that  
a close friend and I were accused of cheating on a math exam."
3238,1002,anger,"Finding out that some students are getting good reports they do  
not deserve."
3239,5210,joy,"When the church choir came one Sunday after being away for some  
weeks."
3240,1256,disgust,"A gigantic spider climbed over my face and what is more - in my  
own flat."
3241,3254,guilt,"I had lunch with my ex-boyfriend and did not mention it to my  
fiancee.  I felt guilty despite the fact that I felt nothing for  
my ex-boyfriend."
3242,6470,shame,"My little brother was arrested by the police at the railway station after  
he had drunk some beer."
3243,1486,disgust,"I saw a film about the nazi concentration camps during the war.  
After the film I felt disgust."
3244,2483,fear,"When I woke up in the middle of the night because of a dream, it  
wasn't a nightmare, it was an uninteligible dream in wich I woke  
because of a certain end."
3245,2690,fear,"The only event I can remember is having a nightmare when I was  
very young (3 years old) I dreamt about a machine which was going  
to crush me."
3246,3898,guilt,"I was to inform the neighbour on my left that a robber had been  
spotted the same evening near the house of the neighbour in front.   
I did not do it and the same day the thieves broke into this  
neighbour's house."
3247,3020,fear,"On May 20th I got a summon to appear in court on May 28th 1985 on  
the subject of impregnanting a school girl. I really feared of  
standing in the court in a few days time after this notice. I was  
also embarassed due to formal approach that was expected of me to  
the Principal."
3248,6587,shame,I failed an exam which I thought I would certainly pass.
3249,1278,disgust,"When I was younger I often saw my father come home drunk (he had  
big problems at that time). Once he woke me up in the middle of  
the night and shouted at me."
3250,1085,disgust,"When I had just moved into my new appartment I found a ventilator  
in the kitchen.  I was going to clean it when I found that the  
drum was full of mud and slime.  I felt disgusted."
3251,3677,guilt,"Making a sexual pass at my cousin with whom I have a very close  
personal relationship."
3252,3137,fear,Reading a horror story alone.
3253,3400,guilt,When I betrayed my former girlfriend.
3254,3305,guilt,Squeezed the puppy in the door.
3255,1699,disgust,Finding a hair in the soup.
3256,2214,fear,"When the car I was driving skidded on an icy road and landed in    
a ditch with one side against a rock."
3257,5590,sadness,When my grandparents moved to another part of the town.
3258,5670,sadness,Death of grandfather (unexpected).
3259,5985,sadness,"A friend of mine was hurt as he thought that our relationship was  
not the same as before and something had gone wrong."
3260,1355,disgust,"During the PY 102 film session on Tuesday, one of the films shown   
was of an experiment on a live cat involving strapping it into a  
machine for possibly days, and doing things to its brain."
3261,1851,disgust,"Right now I volunteer at a hospital. Yesterday, Halloween, I  
dressed up as a doctor and went to work. The volunteer  
coordinator told me after my shift that it was dangerous to have  
done what I did."
3262,3853,guilt,"Due to a misunderstanding on my part, two of my best friends  
quarelled."
3263,1098,disgust,"I felt some disgust for my boyfriend for a time, after he had  
left me."
3264,3588,guilt,I couldn't fulfill a promise.
3265,6069,sadness,When the girl I loved turned me down.
3266,6013,sadness,When I got divorced from my husband after ten years of marriage.
3267,3582,guilt,"When I misled a person: I said that I would do her a  
favour and didn't."
3268,631,anger,My parents did not let me go on holidays with my friends.
3269,3039,fear,"While I was pushing a court roller out of a ditch, I slipped and  
fell down and the roller rolled back towards me -down slope-It is  
a miracle that I still have my legs intact."
3270,303,anger,"I was indignant at the unimpartiality shown by the referees at  
the football match between Bulgaria and France."
3271,3049,fear,When I was told to attend an operation in theatre.
3272,1545,disgust,When employer made a pass at me whilst I was at work.
